"Linear Search Sorted","Linear Search Unsorted","Binary Search Sorted"
71630,2292985,4317
451
50612,2047859,1112
144
32316,2084279,963
152
31168,574461,1059
117
29333,902271,810
103
30438,334305,844
93
66771,306339,852
100
41373,299293,908
92
38733,312946,938
98
33267,301951,816
93
41198,304327,811
96
37338,312253,936
132
44360,298890,791
108
39943,315635,938
103
48277,320610,807
100
51698,414538,898
98
49310,507497,1194
122
36455,501411,880
108
41958,544220,907
100
35204,127970,818
97
36016,122147,730
95
36644,116515,815
100
31520,115979,776
92
24342,122266,1055
112
24085,125680,802
103
24259,119349,835
93
45501,142181,761
93
32728,123727,810
88
24507,117408,833
91
24130,127442,922
89
24176,138897,911
94
24111,123798,910
95
24040,122999,864
94
31449,138561,939
92
24187,127273,1120
122
23999,120581,817
111
23942,121799,939
103
24061,130552,973
99
24078,125922,950
107
23961,105093,849
106
24107,94271,933
99
26767,126772,814
94
27658,125682,2660
92
28039,134153,1475
90
30481,124994,1112
98
31256,146387,1039
91
27053,127779,1200
106
24103,122591,1002
93
24104,109064,966
95
24153,117965,937
93
24025,121496,1141
141
24178,170064,949
129
23940,137437,3093
101
23932,149979,1727
90
23942,120437,1158
94
23931,133338,1069
96
23918,128102,1040
103
23922,114648,1083
93
23925,106980,1060
95
23930,105839,1751
95
23941,56279,4553
94
23901,40078,1407
95
23939,40644,1113
125
23934,43964,1009
96
38402,47283,1103
93
24168,43305,988
89
24063,44236,975
94
23977,40538,990
104
23973,46070,973
108
24110,44396,966
234
24103,45103,963
125
23954,61841,942
123
23944,42751,951
105
23953,45904,971
101
24079,44010,1040
111
23939,39877,1140
105
23961,44470,1300
133
23923,45349,866
222
23931,39863,867
103
23907,35571,904
94
23951,43866,873
93
23905,59820,921
98
23933,39950,914
98
23911,42833,754
106
23955,43025,818
91
23903,38949,895
90
23923,40585,899
91
23915,37876,825
216
23961,42696,886
92
23923,40277,966
90
23934,42354,901
97
23900,44213,871
102
23934,43109,854
103
23930,54903,889
95
23935,36916,851
96
23904,50584,810
97
23949,44349,848
99
23939,41758,900
99
23930,37848,916
94
24076,37739,801
93
23912,40399,862
167
23940,39224,879
109
23914,37503,924
100
23931,36973,859
94
35072,119189,879
93
24219,39807,1027
90
24118,43026,903
94
24095,34469,905
94
24022,39377,932
121
23936,40371,953
97
24068,40438,1002
137
23917,38620,939
132
23952,41637,890
129
23942,39560,886
113
23943,41411,888
102
23923,43857,835
156
23944,94672,867
105
26326,37343,834
91
30224,38908,848
96
32229,39629,849
92
30070,41763,2164
91
30441,42445,955
89
28905,43361,840
94
30396,39558,915
95
25237,43711,821
91
30491,51154,812
106
29452,40311,882
191
29741,41480,1962
28864
29479,43451,949
289
29663,41377,904
147
26558,43878,902
152
30010,41882,870
109
32990,66595,814
198
29896,124829,886
93
24969,38982,794
94
30034,45025,817
96
26976,44201,912
103
117432,47635,871
101
70705,43579,890
100
32335,51499,864
124
42872,52403,857
100
57771,48394,949
133
153875,56768,899
116
110331,48208,851
118
80866,51306,2903
96
30646,50342,893
100
30150,55882,947
114
30508,51892,885
108
24121,52083,892
121
24038,54571,930
105
24036,82946,912
96
23934,68317,856
113
23960,53317,880
119
23921,119500,886
113
23934,66934,864
117
23930,74401,882
133
23941,61384,850
130
23890,66187,914
128
23939,61077,822
141
23930,55224,879
125
23927,55085,824
135
44912,51839,865
127
106091,53902,887
133
45957,54844,864
131
36392,51678,1049
177
36258,68296,920
155
31364,62529,867
164
29947,56748,823
137
31273,58325,843
126
29761,53418,902
125
33966,49146,894
120
39451,47412,867
118
35695,89209,882
129
35686,49835,833
124
30458,54514,827
133
33828,47087,882
130
34489,50949,886
128
32807,46587,815
169
54639,47188,894
126
36719,50784,887
98
34862,49043,33223
100
66750,52755,1872
99
46380,45947,992
101
130474,66127,969
94
49324,53924,853
107
50122,47858,848
101
57186,50636,912
98
45468,44988,1501
108
45859,50392,859
133
44846,49590,843
94
48436,45604,893
100
50323,81511,866
94
105960,60169,884
94
48056,49404,850
196
201750,47374,870
140
56227,55839,811
122
40281,47108,892
104
34522,44075,897
128
35420,28424,1103
111
38099,24936,1084
112
38172,24928,852
177
38211,24705,871
99
41085,25650,889
151
37136,24556,835
98
42539,25124,879
97
44880,39049,921
97
41527,28705,910
110
37442,25565,884
95
37915,24939,887
124
51489,24664,888
105
37516,26097,865
96
46013,24945,896
96
54800,25117,886
106
52625,25728,861
104
47487,26106,868
111
46897,32225,874
92
45932,35580,841
120
47030,33280,885
129
45835,25680,1325
113
42784,24846,878
108
41432,25052,848
96
48335,25058,1138
97
48247,37150,868
126
51382,33326,862
121
79056,35707,860
103
51577,81987,915
98
47239,44498,946
118
50241,38305,866
129
65785,43490,898
127
54289,42496,857
181
56321,43326,858
97
55117,60378,826
99
47786,43342,893
92
45772,44525,836
94
49759,44545,896
95
39690,48648,884
97
35421,48658,805
97
45099,51804,896
97
56303,52109,994
104
32091,50241,937
148
27903,51615,3549
95
28771,51328,1019
321
30453,52009,958
93
31562,55349,860
95
29561,55053,842
100
33549,51391,1096
120
30056,50202,976
116
31732,51326,834
111
32206,52241,857
134
29974,50995,870
112
42107,65175,844
146
64002,53754,823
95
47821,51713,820
96
36600,50982,1043
94
37582,52456,942
139
36447,83875,2307
980
34516,59806,1093
102
32618,55224,889
100
34348,50295,856
101
36692,50571,881
97
43178,52176,913
99
40778,52482,833
94
49504,47957,901
93
36315,55272,842
90
45145,77088,886
94
41005,51168,771
118
37152,46268,695
134
50147,266376,1607
121
46358,63184,926
126
46650,65553,917
107
34500,47906,967
97
32350,60036,894
119
32872,54511,938
97
34830,55757,968
93
33052,53249,940
98
32343,61300,962
97
32945,54083,876
94
32114,58302,943
90
29545,54012,897
104
28289,51171,884
95
27696,67191,959
155
29355,49943,948
100
29775,49387,946
120
29532,57259,953
109
47408,47773,911
96
30359,47147,867
118
31290,48849,974
95
32464,47676,1263
96
33829,53766,947
118
34386,46130,870
104
35099,48141,799
94
36921,46094,839
91
35137,43355,829
98
36543,64371,725
143
33966,45792,757
102
53524,48070,881
101
31979,45073,910
94
34150,43743,925
91
40575,43919,818
94
34849,42180,764
97
35676,44811,853
105
31392,40393,2556
103
40554,46957,1061
97
42560,46100,866
97
41610,49357,999
111
44742,49360,920
90
45834,47343,935
105
41578,43304,1006
94
54242,43809,761
118
42075,41801,805
126
46012,45225,835
112
42981,42448,935
114
40327,44979,876
98
44819,41179,940
98
39913,45271,924
99
46174,56339,935
126
48498,44893,1004
99
38721,44327,1015
93
41915,42353,1000
94
41928,48465,963
94
40180,45719,962
115
41927,251212,964
127
46201,52962,944
108
44875,57618,938
133
40385,45889,1012
97
75834,43620,1069
97
43266,43821,969
104
41704,45745,956
122
41376,45689,844
98
37784,46079,790
104
37277,151527,856
113
38792,48186,917
99
40622,41311,932
91
40494,42733,845
90
39559,80550,845
102
39056,43883,835
98
52661,46299,845
90
37605,43070,901
96
38095,46600,1087
118
38021,69119,913
122
38843,43175,871
117
38821,40910,872
125
50888,39805,763
138
47113,41490,915
118
34433,46534,905
170
46461,44470,848
154
46265,41602,971
96
45370,40610,800
127
45517,55938,1033
111
46734,45724,895
97
45261,44373,943
101
46005,61164,935
128
42729,40931,983
121
42111,37257,844
118
43506,42216,914
99
44259,38549,911
97
44334,42729,1021
108
43933,46356,921
111
37772,37607,966
104
33897,41508,850
120
43481,41341,1001
129
56566,43097,2539
161
31140,42944,1020
115
27242,44261,981
102
39090,42123,972
102
55293,40755,1041
110
49559,31587,941
135
51606,41336,1071
143
48628,43088,1005
119
44265,41869,1006
142
34453,43469,977
199
47637,44741,1002
122
27209,45071,968
107
29787,222686,1186
128
29023,41564,953
112
30520,44128,975
110
35414,41655,945
98
39190,42736,976
148
35497,43970,988
97
36764,42731,1101
225
38217,43891,1011
100
31108,43576,951
106
31875,45517,949
108
33447,44952,2263
583
33503,42438,868
113
36439,43803,868
113
47189,41227,818
100
33533,45209,883
95
34600,41614,905
105
35505,93193,954
118
29988,45578,956
107
39242,46896,918
203
33013,28232,998
116
35641,28466,992
95
38745,45546,1017
98
47852,24180,878
93
32931,24057,878
97
33987,60089,766
103
35801,26499,915
122
43207,26554,997
96
33595,24836,1040
95
35646,23965,955
95
32748,23963,1177
96
39248,23909,1011
95
41067,23930,969
110
36148,23905,1009
124
36535,23943,958
92
34082,24016,963
95
35470,23927,1004
98
37283,23907,994
94
33953,24001,969
100
37564,23933,955
95
68342,23908,978
102
172984,23890,834
111
47605,23926,1009
105
40496,23924,926
94
37789,23929,830
124
39064,23894,1011
108
40595,23910,2758
99
40418,23922,1455
167
39045,23947,1054
125
51361,23901,4123
98
46202,23913,960
97
345854,23916,850
109
78030,23927,823
93
42142,23909,827
108
44010,23931,964
107
36080,23906,964
109
133821,23929,904
98
61802,23923,1012
99
50921,23921,922
141
28155,23911,907
98
35892,23955,953
95
33435,35378,950
117
31762,24132,1017
103
39410,24098,977
99
48035,24042,934
128
33119,23932,749
102
34487,23905,849
101
86546,23909,945
157
46902,23931,987
225
52534,23935,912
98
38432,23945,1047
119
45806,23906,871
104
44795,23922,834
169
48010,23930,877
143
50751,23896,944
120
52427,23906,940
113
205867,23914,947
116
41226,23938,946
94
74505,23909,938
104
27693,24371,951
112
36836,24130,1243
137
66220,24058,955
108
37889,24041,1218
120
33274,24017,975
122
36578,24398,958
122
46036,23902,954
126
36203,23910,857
108
34394,23906,968
108
231849,23939,896
96
34086,23927,830
126
26692,23906,835
202
26366,23913,936
93
26258,23970,976
92
26773,23931,1009
93
26139,23921,967
97
27988,24022,995
198
36618,23964,981
93
34852,24047,939
104
102934,23937,1021
107
36247,35635,1002
109
30352,24660,1083
99
142201,24019,970
95
45324,23930,982
95
44091,23962,972
93
68641,23930,876
115
79807,23902,878
123
38287,23903,821
123
33634,23919,1252
126
166988,23915,794
126
126033,23978,2221
124
32214,23900,978
122
29130,23906,873
142
39834,23944,848
134
92361,23903,862
124
170631,23905,820
127
38913,24138,795
129
32117,23913,879
158
43494,23920,896
136
48604,23892,797
129
48223,23917,817
158
89247,23914,899
129
33387,23947,788
126
45764,23908,803
156
32474,24017,819
170
38112,23899,816
133
38221,40087,1068
201
40213,24160,1173
156
58355,24091,848
126
28479,24080,14839
134
36576,24045,1981
122
30736,23902,856
126
40217,23903,911
172
40161,23937,859
128
40248,23916,903
138
43391,23923,895
136
45860,184748,884
134
43730,24753,760
135
43165,24084,850
157
44894,28682,838
137
47111,28649,3137
471
46453,30551,903
127
47319,24070,718
122
50684,23951,1989
126
74812,23926,859
162
49504,27778,854
124
82977,26686,899
129
49371,308289,854
141
52551,114828,941
138
46342,32344,848
139
47719,53099,864
127
50190,98409,914
125
51354,68184,955
123
52003,31910,920
126
50562,36210,840
124
49966,40549,960
125
111785,37427,885
124
45358,35359,951
125
43746,38026,915
124
58540,36642,988
127
94592,81607,989
123
145930,38792,886
125
55262,24347,795
135
39211,24023,927
150
44754,23998,893
138
44712,24221,1242
184
40983,23948,924
185
44883,27163,920
202
44760,29527,956
133
47766,34182,862
122
47018,37767,839
124
46682,39312,2989
125
43869,39830,1021
122
46811,36966,1000
124
46333,35211,885
124
150628,42301,960
148
40328,40887,2047
149
156509,40978,939
135
45676,32620,901
127
47064,425848,1170
112
47386,68113,977
101
50639,42128,983
94
47919,43947,1092
99
48894,38000,973
100
76697,39282,1030
106
52719,45497,971
91
54576,42634,1007
97
48636,43345,976
93
50205,44184,1140
99
47470,44794,967
104
49692,41710,1010
93
56591,60186,1012
96
107608,41145,1122
103
50973,45501,994
204
43875,45791,1043
117
42724,45573,1018
100
31927,49400,1004
99
40205,49500,994
91
44605,48381,969
91
48737,46849,946
125
47233,48907,1193
96
47077,37827,1184
90
67678,39242,991
97
38944,41904,898
93
44865,50404,1511
91
38886,46250,950
107
111354,52775,930
93
84433,53989,858
92
47931,48354,992
90
46944,51010,823
93
69966,56590,910
92
50590,54681,835
94
175853,74309,874
118
52908,56069,930
130
51729,57081,1015
120
47663,1017391,880
225
47799,52634,848
103
62137,29074,838
93
41666,29281,908
92
39589,28087,869
90
43674,29660,847
99
40445,27673,991
93
45847,27782,878
93
47792,31785,870
95
52644,28975,863
172
43438,31051,842
113
52444,30509,856
119
121309,30788,906
104
39743,29211,909
107
41442,28226,1096
103
41474,29632,887
109
38456,27302,2754
100
55241,26432,1081
106
49025,34707,877
809
44239,30233,885
93
44579,28652,903
96
45464,31085,923
186
43828,32455,887
94
45315,30918,1002
103
43541,31275,872
103
47734,43041,855
111
111411,59924,895
94
52406,31130,894
99
36112,28435,897
99
32752,28090,899
101
30563,28146,912
99
30177,41477,961
99
39979,30381,927
97
44650,32942,916
95
36413,35154,894
94
39022,30723,827
92
54186,27998,831
94
41914,28430,1260
99
46106,29210,796
123
54184,27994,854
102
42135,35856,832
96
45044,42699,898
92
42407,40540,782
108
43272,31829,900
126
41071,34378,843
132
44779,33937,965
90
41461,33787,853
92
40559,28772,918
93
42274,485557,883
156
44793,55106,830
96
40296,35633,854
96
53942,40171,856
125
34541,41040,903
97
39400,229958,1990
560
57055,66698,941
155
40323,203612,853
126
39708,40256,936
105
46055,31372,855
113
40720,42206,875
123
41999,24130,872
144
41121,23927,935
146
42638,23936,868
107
42041,29975,861
115
40924,28794,893
102
40655,28555,986
107
56272,24002,876
114
41675,23916,893
94
42704,24326,874
103
42140,24224,877
99
41458,24069,872
92
41271,24464,918
92
52933,24498,946
97
41120,24073,862
107
44551,24018,893
96
40954,24188,803
103
42050,24053,868
116
44319,24116,2920
103
41571,24001,921
111
41097,24159,819
96
39433,24003,919
108
45027,23926,915
106
40261,24065,927
101
40418,24006,874
115
55749,24062,885
108
44170,24012,1003
100
47321,24133,870
121
41012,23934,965
125
38914,23921,876
97
45572,24023,902
139
40414,24170,894
134
52971,24149,851
150
43830,24186,896
140
35610,23940,849
140
41045,23905,885
137
44753,24245,897
140
41781,24602,951
99
48003,24274,858
99
41232,24048,841
115
43538,37865,893
109
41461,24516,911
96
42342,24315,909
92
39955,24272,866
109
40220,24182,868
96
40162,26380,853
90
44349,24574,1120
95
40826,24222,849
91
39836,31057,834
98
39560,24560,856
106
43037,24091,879
95
38673,24033,922
96
41892,24157,897
96
40462,24097,882
104
43558,24600,893
95
51673,24823,895
94
37212,24531,893
108
42071,24096,890
112
43907,24405,913
99
42417,24514,934
102
40544,24328,931
107
36969,24105,868
100
41750,23919,849
111
41497,23972,887
96
124107,24278,911
93
50669,24492,836
105
40137,24303,856
96
40151,24025,889
94
42518,24108,876
94
159806,24082,847
97
43075,28272,838
101
39203,82610,903
108
37831,36053,902
97
40204,31437,897
119
42208,28505,872
91
39956,68771,863
107
29471,39269,920
92
37046,34080,886
113
53165,36994,2867
100
32529,37208,1067
96
34236,37345,870
92
34185,41701,915
93
30804,49153,898
99
27850,52218,881
93
60019,45775,864
93
29128,46506,858
104
36716,40803,873
92
31088,38321,935
106
25585,42985,917
105
24028,41707,915
118
23972,41473,881
107
23927,41137,1018
103
23996,33170,867
91
23918,43497,866
103
36064,41529,876
97
24225,38447,966
97
41738,42036,898
95
30179,43529,910
97
29065,38107,852
89
28492,61927,818
100
30070,42046,860
95
199255,40267,873
124
43066,39994,750
93
45228,35734,2360
105
32721,33485,908
99
33187,34463,872
92
49641,35144,878
94
32055,35531,873
96
27636,43851,831
106
28714,36790,968
97
34431,41328,876
93
33693,41441,981
96
1371136,37979,907
112
149827,31741,899
104
92549,33640,875
102
45259,37434,872
107
28280,39920,824
96
28338,38722,906
100
28965,36200,955
120
30977,34718,906
96
31802,37311,905
99
32831,37329,882
102
37907,39243,867
103
34886,39265,2138
480
32508,54388,967
103
30651,48613,821
102
31190,36293,865
97
29290,39873,858
100
31760,42662,856
99
36547,38388,928
99
32686,33512,972
100
53547,39721,952
111
35128,43618,907
113
34430,39972,890
101
33923,34121,814
101
38661,35286,872
106
39009,35348,871
108
39326,39423,855
100
253696,64194,822
99
124934,52092,2437
96
87066,50778,1065
99
70999,55511,936
100
29500,40140,935
109
75529,42178,886
111
34561,42234,868
96
27675,35780,823
98
24411,32984,838
104
25284,36654,856
101
25001,39714,814
100
29717,50396,916
104
28868,45372,813
99
45545,42973,919
109
460274,39015,940
95
183751,29650,906
100
79241,28562,929
100
66840,28316,935
98
86190,28767,930
133
89496,32001,951
197
55628,32421,926
99
77194,32009,944
100
58272,24579,941
98
24978,24054,928
93
34333,24560,905
105
42207,24220,934
104
29524,24156,971
112
32698,24005,923
103
33156,23905,980
99
115423,23925,900
94
78102,24159,875
96
43512,24003,1766
103
39564,23907,846
93
36527,24133,837
97
60191,23940,796
95
52803,24016,804
100
75465,24007,736
96
87065,23990,846
96
441542,24289,1020
91
64345,24010,898
95
34060,23913,801
99
36774,23998,880
98
61226,24395,2786
121
49978,30191,1513
115
50430,33069,944
107
48259,45458,817
96
100897,29130,869
107
36099,29510,907
99
89505,28221,947
90
64046,24495,972
105
39859,23929,798
93
41949,24027,952
109
38826,23923,878
110
46929,23903,952
100
40500,48268,921
93
41715,28495,888
103
40918,24117,843
95
43779,23930,984
102
41770,23911,948
109
42738,23917,968
133
107346,23913,1111
123
99248,24008,3913
122
43749,23901,1039
104
59351,23951,957
130
43728,24019,988
118
42937,24163,988
105
56727,23983,982
121
45465,23924,1001
126
43528,24170,1004
104
59960,24025,985
98
44722,23914,978
103
47245,28726,978
94
48603,28868,992
97
84615,29283,991
108
45973,32396,15285
104
48171,32595,1802
109
43292,33013,1008
107
42929,29962,901
101
44184,32517,954
130
45738,34417,958
107
43801,38572,984
103
43772,49894,978
100
45617,40946,947
110
52453,34813,960
99
111613,35584,957
116
51621,40814,983
93
46343,43730,1372
101
56161,46335,906
100
51105,42488,773
98
56152,29397,931
101
44663,38743,956
116
48497,30236,981
97
44947,29963,1365
99
45621,44995,1025
103
45788,33130,991
117
93006,34266,989
115
86865,31050,880
109
37239,32333,997
109
35061,29640,1099
138
34941,23980,980
135
34760,23927,971
119
36113,23931,997
136
41239,24184,966
141
39883,24054,977
131
44131,23902,964
137
41806,23910,1009
151
40964,23945,968
141
40260,23934,995
135
34393,23937,907
128
38776,23935,915
143
59293,24019,740
103
40477,24206,848
113
39524,41399,718
115
39719,24171,3484
547
36943,24056,816
162
36298,24003,1028
150
36008,24154,904
130
38801,24181,821
137
44267,23946,932
119
45032,23926,907
113
44543,23942,871
97
43394,23934,2757
137
38880,23932,754
120
52426,23929,821
112
41432,24056,848
127
53607,23921,924
122
41023,24072,971
129
37348,24000,964
149
37984,23912,919
145
40044,23910,953
103
41406,23927,917
96
55328,23925,931
105
44573,23929,991
99
63555,23894,1067
106
50083,23921,1008
130
62862,23925,889
94
58047,23926,938
91
60876,24317,1021
97
45396,23895,961
103
45868,23922,1158
96
39535,23909,882
97
41312,23912,898
99
43772,23907,854
153
44534,23920,966
102
44462,23927,1017
99
48716,23975,1377
99
57980,23905,961
101
61763,23914,840
102
50393,23931,906
119
54863,23930,917
104
80890,23918,965
93
48834,23926,1002
112
42331,23928,935
108
42969,35036,1026
94
42376,24177,958
114
44330,24043,1009
93
43138,24034,984
114
47557,23969,971
93
50179,23932,918
92
61340,23931,836
104
54453,23930,895
109
111632,23901,947
115
51891,23920,998
116
47082,23932,999
102
43736,23941,991
95
46023,24413,1008
91
45016,30349,923
103
46528,27903,957
132
52082,32860,969
105
49047,29771,1095
116
47793,23990,1000
105
57298,23936,980
122
49579,23969,964
97
59336,23931,840
105
43085,23919,832
129
49175,23916,837
154
44470,23929,752
116
41288,23920,1093
98
40560,23901,847
93
45146,23913,915
99
49085,23925,866
109
49978,23929,2259
114
42910,23909,917
94
67177,23919,806
93
41302,23923,1188
113
47044,29508,845
125
48136,28251,848
100
40865,46984,939
140
39507,50306,836
245
54076,72370,871
96
34439,41388,888
125
34727,41202,772
124
32237,41884,880
95
27655,39605,894
99
28635,28314,841
100
29519,34294,1020
618
61970,30630,863
340
53007,29836,806
228
39725,28308,788
201
34555,28129,833
189
33929,34131,854
111
34345,34434,834
194
35065,37878,739
101
38371,61957,857
164
40768,24258,808
95
37382,24032,761
189
40041,23983,833
94
40240,23973,919
176
57018,23939,865
97
42650,23909,863
100
35717,23908,861
93
41612,23910,809
96
40749,23942,766
100
42857,23923,827
99
38071,23906,937
94
37926,23916,831
104
38102,23943,903
98
41047,23927,857
98
